id,area,feature,user_story,expected_behavior,source_refs,verify_method,p1_catalog,p2_test_status,p2_evidence,error_found,severity,error_type,p3_fix_status,p3_fix_ref,p4_retest_status,notes
CP-31,control-plane,Connect intents: addIntent / listPending,"As the brain, I record a Composio connect intent when I text a connect-link and list pending intents so that I can resume the task once toolkits are connected.","Both WORKER_SECRET-gated, PUBLIC (the Python worker calls over HTTP). addIntent dedups an identical still-pending intent (same userNumber+taskText+sorted requiredToolkits) scoped per-user via by_user_status when userId is known, else global by_status, each bounded take(200); returns the existing or newly inserted id (connectedToolkits=[], status='pending'). listPending returns up to 200 pending intents (global scan, single-worker model).",control-plane/convex/intents.ts:23-100,convex_e2e: addIntent twice with identical args returns the same id (dedup); listPending includes it. Wrong workerSecret errors.,done,pass,"Read intents.ts:23-100. addIntent + listPending both WORKER_SECRET-gated PUBLIC (Python worker over HTTP). addIntent dedups identical still-pending (userNumber+taskText+sorted requiredToolkits) via by_user_status when userId known else global by_status, each take(200); returns existing or new id, connectedToolkits=[], status='pending' (51-68). listPending returns up to 200 pending (73-100). Offline consumer: test_pending.py GREEN (addIntent call + missing-env). Live dedup assertion blocked (seam).",,,,n/a,,n/a,Dedup scope + pending list confirmed. Live same-id dedup proof blocked.
CP-32,control-plane,resolveIntent (synthetic resume) / expireIntent,"As the brain, I report connected toolkits so that a covered intent enqueues a synthetic resume message routed to the right tenant, or I expire an intent that never completed.","Both WORKER_SECRET-gated. resolveIntent: returns {resumed:false} if the intent is missing or not 'pending'; patches connectedToolkits; if they do NOT cover requiredToolkits -> {resumed:false}; if covered, idempotently inserts a 'resume:<id>' message (skipped if one with that handle exists) carrying the intent's userId/channel/replyTarget/userNumber/taskText, then patches status='resumed', resumedAt. expireIntent flips a pending intent to 'expired' (no-op otherwise).",control-plane/convex/intents.ts:106-150,convex_e2e: addIntent with one required toolkit; resolveIntent with a non-covering set -> resumed:false; with a covering set -> resumed:true and a resume:<id> message is enqueued exactly once (idempotent on re-call). expireIntent flips pending->expired.,done,pass,"Read intents.ts:106-150. resolveIntent WORKER_SECRET-gated: {resumed:false} if missing or status!=='pending' (116); patch connectedToolkits (117); if not covers(requiredToolkits) -> {resumed:false} (118); else idempotently insert 'resume:<id>' message (skip if by_handle exists) carrying userId/channel/replyTarget/userNumber/taskText (119-135), patch status='resumed'+resumedAt, {resumed:true} (136-137). expireIntent flips pending->expired (141-150). Live cover/non-cover + idempotent resume assertion blocked (seam disabled).",,,,n/a,,n/a,Synthetic-resume routing + idempotency + expire confirmed. Live proof blocked.
CP-33,control-plane,Tier catalog (billing/tiers),"As the system, one data-driven tier catalog drives the landing, grants, and quota gate so that prices, quotas, and channels never drift.","TIERS: free (100 turns, $0), pro (1000, $19), max (5000, $49) — both imessage+telegram on every tier. PERIOD_MS=30 days. OPERATOR_QUOTA=-1 (unlimited sentinel). publicTiers() returns [free,pro,max] for the UI; tierValidator is the literal union. Quotas/prices are edited here as the single source.",control-plane/convex/billing/tiers.ts:12-64,Static reasoning: confirm writeEntitlement/listTiers/checkAndReserve all read these constants. Unit-level: publicTiers() returns 3 specs with the stated quotas.,done,pass,"Read billing/tiers.ts:12-64. TIERS: free(100 turns,$0), pro(1000,$19), max(5000,$49), both imessage+telegram on every tier; PERIOD_MS=30 days; OPERATOR_QUOTA=-1; publicTiers() returns [free,pro,max]; tierValidator literal union. Confirmed single-source: writeEntitlement reads TIERS[tier].msgQuota (grant.ts:53), checkAndReserve reads e.msgQuota (quota.ts), app/tiers:listTiers returns publicTiers(). web/lib/tiers.ts mirror byte-checked vs this — quotas/prices/channels/blurbs AGREE NOW (free 100/0, pro 1000/19, max 5000/49).",,,,n/a,,n/a,"CP-33 contract itself is correct. The web mirror (web/lib/tiers.ts) currently agrees with the server catalog, so the catalog-author 'mirror drift' note is a MISSING-GUARD observation (no automated drift check), NOT a current bug. The 'turns/mo' vs 'messages/month' COPY split (marketing TierGrid.tsx:101 vs dashboard TierCard.tsx:80 + ConnectWizard.tsx:221) is a WEB-area UX issue, not a control-plane defect — flag for the web verifier."
CP-34,control-plane,Entitlement writer (writeEntitlement / applyEntitlement / grantSignupEntitlement),"As the system, all entitlement writes funnel through one primitive so that quota/period/tier-mirror logic can never disagree across signup, admin grant, tier picker, and future webhooks.","writeEntitlement: quota = quotaOverride ?? TIERS[tier].msgQuota. Existing row -> patch tier/status/quota/source/provider ids, and reset period (periodStart/End, msgUsed=0) ONLY if the current period already ended (a mid-period tier change keeps the meter). No row -> insert with msgUsed=0, fresh 30-day window. Also patches the denormalized users.tier mirror if changed. applyEntitlement is the internalMutation wrapper; grantSignupEntitlement grants operator max+unlimited or free.",control-plane/convex/billing/grant.ts:40-122,convex_e2e: via testSetEntitlement/chooseTier observe that a mid-period pro->max change keeps msgUsed but updates quota; an expired-period change resets msgUsed to 0. Static reasoning on the periodValid branch.,done,pass,"Read billing/grant.ts:40-122. writeEntitlement: quota = quotaOverride ?? TIERS[tier].msgQuota (53); existing row -> patch tier/status/quota/source/provider ids, and reset period (periodStart/End,msgUsed=0) ONLY when !periodValid (existing.periodEnd<=now) — a mid-period change keeps msgUsed (60-76); no row -> insert msgUsed=0 fresh 30-day window (77-91); patches denormalized users.tier mirror if changed (94-97). applyEntitlement is the internalMutation wrapper (100-107); grantSignupEntitlement convenience (110-122). Live mid-period-keeps / expired-resets assertion blocked (seam disabled).",,,,n/a,,n/a,Single-writer period/quota/mirror logic confirmed. Live testSetEntitlement proof blocked.
CP-35,control-plane,rollExpiredPeriods (cron),"As an idle user, my quota window resets at the period boundary so that my dashboard shows a fresh window without waiting for a turn.","internalMutation (cron, 1 hour). Scans by_periodEnd(periodEnd<=now), take(500); each rolled to periodStart=now, periodEnd=now+30d, msgUsed=0 (operator/unlimited harmlessly rolled too, leaving the scan). Returns {rolled,more}; self-reschedules while a full batch is read. Redundant with checkAndReserve's self-roll for active users.",control-plane/convex/billing/grant.ts:133-160; control-plane/convex/crons.ts:14-19,"convex_e2e: testSetEntitlement with a past periodEnd, run rollExpiredPeriods (or via a seam), assert rolled>=1 and the window is fresh with msgUsed=0.",done,pass,"Read billing/grant.ts:133-160 + crons.ts:14-19. rollExpiredPeriods internalMutation: by_periodEnd(periodEnd<=now).take(500), each rolled to periodStart=now/periodEnd=now+PERIOD_MS/msgUsed=0/updatedAt (operator/unlimited harmlessly rolled, leaves scan via future periodEnd); returns {rolled,more}; self-reschedules while full batch. crons.ts registers it at {hours:1}. Redundant with checkAndReserve self-roll. Live past-periodEnd roll assertion blocked (seam disabled).",,,,n/a,,n/a,Period-roll cron confirmed. Live proof blocked.
CP-36,control-plane,Quota gate: checkAndReserve,"As the system, I atomically reserve one turn before any model call so that an over-quota turn costs $0 and concurrent turns can't double-spend the last unit.","WORKER_SECRET-gated mutation. No entitlement -> allowed:false reason='no_entitlement' (fail closed). Unlimited (msgQuota<0) -> allowed:true, never incremented. status='canceled' -> allowed:false reason='canceled' (past_due allowed during grace). Self-rolls an expired period (msgUsed=0). msgUsed>=quota -> allowed:false reason='over_quota'. Otherwise atomically msgUsed++ and returns allowed:true with remaining. The worker fails OPEN on a thrown Convex error but CLOSED on a clean deny.",control-plane/convex/quota.ts:23-115,convex_e2e (test_entitlement_quota.py): testSetEntitlement to msgUsed=quota -> over_quota; canceled -> canceled; unlimited -> allowed without increment; a normal reserve increments msgUsed by 1.,done,pass,"Read quota.ts:23-115. checkAndReserve WORKER_SECRET-gated mutation: no entitlement -> allowed:false reason='no_entitlement' fail-closed (64-73); msgQuota<0 unlimited -> allowed:true never incremented (76-78); status==='canceled' -> allowed:false reason='canceled' (past_due allowed) (81-90); rollIfExpired self-rolls expired period to msgUsed=0 (92,23-35); msgUsed>=quota -> allowed:false reason='over_quota' (93-102); else msgUsed++ atomically in the single txn, allowed:true (104-113). Offline: test_quota_client.py + test_worker_quota.py GREEN. Live over_quota/canceled/unlimited assertions = test_entitlement_quota.py (convex_e2e, blocked).",,,,n/a,,n/a,Atomic reserve + all deny branches confirmed; offline client tests green. Live seeded-quota proof blocked (seam).
CP-37,control-plane,Quota gate: recordUsage / releaseReserve,"As the system, I append a per-turn meter event and can refund a reserved unit on hard failure so that the dashboard is accurate and a failed turn doesn't burn quota.","Both WORKER_SECRET-gated. recordUsage appends an append-only usageEvents row (kind='turn', units default 1, lane/channel/tokens, periodStart from the live entitlement or now) — no OCC contention. releaseReserve decrements entitlements.msgUsed by 1 ONLY for a real reservation (skips when no entitlement, unlimited msgQuota<0, or msgUsed<=0; never below zero); returns {released}.",control-plane/convex/quota.ts:117-166,convex_e2e: checkAndReserve then releaseReserve restores msgUsed; releaseReserve at msgUsed=0 returns released:false. recordUsage inserts one usageEvents row observable via myUsageTimeline.,done,pass,"Read quota.ts:117-166. recordUsage WORKER_SECRET-gated: appends append-only usageEvents row kind='turn', units??1, lane/channel/tokens, periodStart from live entitlement or now (136-147) — no OCC. releaseReserve WORKER_SECRET-gated: decrements msgUsed by 1 ONLY for a real reservation, skips when !e || msgQuota<0 || msgUsed<=0 (never below zero), returns {released} (152-165). Offline: test_quota_client.py / test_worker_quota.py GREEN. Live restore/insert assertion blocked (seam).",,,,n/a,,n/a,Append-only meter + safe refund confirmed. Live timeline-row proof blocked.
CP-38,control-plane,App tier picker: listTiers / chooseTier,"As a user, I view the catalog and choose a tier so that free is granted instantly while paid is escalation-safe (never self-granted).","listTiers (public query) returns publicTiers(). chooseTier (requireUser-gated): operator is never downgraded (returns max, granted:false). tier='free' grants free via writeEntitlement UNLESS an active paid plan is in force (then it's kept, granted:false — no silent downgrade). Paid tiers are NEVER written here — returns granted:false + a coming-soon checkoutUrl; the free entitlement from signup stays in force.",control-plane/convex/app/tiers.ts:26-82,"convex_e2e/Playwright: authenticated chooseTier('free') grants free; chooseTier('pro') returns coming-soon, granted:false, and does NOT write a pro entitlement. Operator chooseTier('free') keeps max.",done,pass,"Read app/tiers.ts:26-82. listTiers public query returns publicTiers() (26-30). chooseTier requireUser-gated: operator never downgraded, returns max/granted:false (45-48); tier='free' grants free via writeEntitlement UNLESS active paid plan in force (then kept, granted:false — no silent downgrade) (50-69); paid tiers NEVER written — returns granted:false + coming-soon checkoutUrl (72-80). Live chooseTier('free')/('pro') assertion = convex_e2e/Playwright tier-pick (blocked seam for the granted-write assertion).",,,,n/a,,n/a,Escalation-safe free-only grant + no-downgrade confirmed. Live grant assertion blocked (seam).
CP-39,control-plane,App checkout: startCheckout + billing provider,"As a user, I start a checkout for a paid tier so that I'm routed to the active billing provider, and the app never hard-codes a vendor.","app/upgrade:startCheckout is a requireUser-gated action delegating to activeProvider().createCheckout(JWT-userId, tier in {pro,max}); returns {ok,checkoutUrl,message}. activeProvider() selects from BILLING_PROVIDER env (default StubProvider). StubProvider.createCheckout returns ok:false + COMING_SOON URL ('/dashboard?upgrade=coming-soon'), portalUrl null, handleWebhook {ok:false} (never emits real events). Entitlement writes always go through billing/grant.",control-plane/convex/app/upgrade.ts:13-29; control-plane/convex/billing/provider.ts:31-38; control-plane/convex/billing/stub.ts:11-31,convex_e2e/Playwright: authenticated startCheckout('pro') returns ok:false + the coming-soon URL and writes no entitlement. Static reasoning on activeProvider's default branch.,done,pass,"Read app/upgrade.ts:13-29 + billing/provider.ts:31-38 + billing/stub.ts:11-31. startCheckout is requireUser-gated action delegating to activeProvider().createCheckout(JWT userId, tier in {pro,max}) (20-28). activeProvider() selects from BILLING_PROVIDER env, default StubProvider (33-37). StubProvider.createCheckout returns ok:false + COMING_SOON='/dashboard?upgrade=coming-soon', portalUrl null, handleWebhook {ok:false} (16-30). Never writes an entitlement. Offline: test_provider_switch.py GREEN.",,,,n/a,,n/a,Provider adapter + stub coming-soon + no-entitlement-write confirmed; offline provider-switch test green.
CP-40,control-plane,App dashboard reads: myUsage / myUsageTimeline / currentUser,"As a user, I read my own usage gauge, activity timeline, and profile so that the dashboard shows only my tenant data.","All requireUser-gated, index-only on the JWT userId. myUsage (re-exported via app/usage) returns the entitlement snapshot (tier,status,msgUsed,msgQuota,remaining with -1 unlimited,unlimited,periodStart/End) or null. myUsageTimeline returns the last n (clamped [1,100], default 30) usageEvents by_user_at desc as {at,lane,channel,units}. currentUser returns the caller's own users fields (email,displayName,name,image,tier,isOperator,createdAt) or null.",control-plane/convex/app/billing.ts:16-82; control-plane/convex/app/usage.ts:1-7; control-plane/convex/app/account.ts:10-40,convex_e2e/Playwright: authenticated calls return only the caller's entitlement/usage/profile; an unauthenticated call throws via requireUser.,done,pass,"Read app/billing.ts:16-82, app/usage.ts:1-7, app/account.ts:10-40. myUsage requireUser-gated, entitlements.by_user, returns tier/status/msgUsed/msgQuota/remaining(-1 unlimited)/unlimited/period or null (16-54). myUsageTimeline requireUser-gated, by_user_at desc, limit clamp [1,100] default 30 (57-82). currentUser requireUser-gated, returns own users fields (10-40). app/usage re-exports myUsage/myUsageTimeline from billing (single source). All index-only on JWT userId. Live tenant-scoping + unauth-throw assertion blocked (seam/Playwright-auth).",,,,n/a,,n/a,All three dashboard reads requireUser-gated + index-only. Live proof blocked.
CP-41,control-plane,App channel connect: myChannels / createPairingToken / disconnectChannel,"As a user, I list my channels, mint a pairing deep-link/code, and disconnect a channel so that I manage my own bindings and only ever touch my own.","All requireUser-gated, tenant-scoped via channelBindings.by_user. myChannels returns the caller's bindings ({kind,address,verified,lastInboundAt,createdAt}). createPairingToken mints via issuePairingTokenImpl (one transaction) and returns {token,code,expiresAt,channel,deepLink}: a Telegram t.me/<TELEGRAM_BOT_USERNAME>?start=<token> link when the bot username is configured, else null (iMessage uses the code). disconnectChannel re-checks ownership after by_address lookup and deletes only the caller's binding (foreign/missing -> ok:false, idempotent).",control-plane/convex/app/channels.ts:17-89,convex_e2e/Playwright: authenticated createPairingToken('telegram') returns a deep-link; redeem via the testing seam flips myChannels to verified; disconnectChannel removes it; disconnecting a foreign address returns ok:false.,done,pass,"Read app/channels.ts:17-89. All requireUser-gated, channelBindings.by_user scoped. myChannels returns caller's bindings {kind,address,verified,lastInboundAt,createdAt} (17-42). createPairingToken mints via issuePairingTokenImpl (one txn) and returns {token,code,expiresAt,channel,deepLink}: Telegram t.me/<TELEGRAM_BOT_USERNAME>?start=<token> when bot username configured else null (48-71). disconnectChannel re-checks ownership (binding.userId!==userId -> ok:false), deletes own binding (75-89). Offline: test_channels.py GREEN. Live redeem->verified flip = convex_e2e (blocked).",,,,n/a,,n/a,Tenant-scoped channel mgmt + ownership re-check confirmed; offline channels test green. Live reactive-flip proof blocked (seam).
CP-42,control-plane,Admin grantTier (manual paid grant),"As the operator, I manually grant a paid tier (WORKER_SECRET) so that I can test paid plans before the billing provider is live.","admin:grantTier is WORKER_SECRET-gated (NOT under app/, never getAuthUserId). It writes an active entitlement for any userId at the given tier (optional quotaOverride) through the single writer writeEntitlement (source='stub'). Returns null.",control-plane/convex/admin.ts:13-32,"convex_e2e: seed a throwaway tenant, grantTier(userId,'pro') with the worker secret, then myUsage/checkAndReserve reflect pro quota. Wrong secret errors.",done,pass,"Read admin.ts:13-32. grantTier is WORKER_SECRET-gated (assertWorker first, 21), NOT under app/, never getAuthUserId. Writes an active entitlement for any userId at the given tier (optional quotaOverride) through the single writer writeEntitlement(source='stub') (23-29). Returns null. Live grant + myUsage-reflects assertion blocked (seam disabled).",,,,n/a,,n/a,Privileged worker-gated manual grant via single writer confirmed. Live proof blocked.
CP-43,control-plane,"Test seam (testing.ts, double-gated)","As the test harness, I seed and drive real tenants over HTTP so that tenant isolation and idempotency are proven against live indexes, and the seam is inert in prod.","Every mutation is DOUBLE-GATED: assertWorker(workerSecret) AND assertTestMode() (throws unless ALLOW_TEST_SEED==='1'; prod never sets it). Provides seedTwoTenants (two tt-*@test.invalid users + queued messages), testEnqueue (drives enqueueImpl), testIssue/RedeemTelegram/RedeemImessage/ExpirePairing, testSetEntitlement, testReapIdle/testBackdateInstance, and cleanupTenants (deletes ONLY tt-*@test.invalid users + their rows — a foreign/operator id is skipped).",control-plane/convex/testing.ts:26-293,"convex_e2e (RUN_CONVEX_E2E=1, dev with ALLOW_TEST_SEED=1): the test_e2e_fleet_*.py / test_pairing.py / test_entitlement_quota.py suites use these seams; static reasoning confirms ALLOW_TEST_SEED gating + the tt-* cleanup safety guard.",done,blocked,"Read testing.ts:26-293. assertTestMode() throws unless process.env.ALLOW_TEST_SEED==='1' (26-30). Grep: 10 exported functions, 11 assertWorker + 11 assertTestMode calls — every public mutation is DOUBLE-GATED (seedTwoTenants/testEnqueue/testIssue/Redeem*/ExpirePairing/testSetEntitlement/testReapIdle/testBackdateInstance/cleanupTenants). cleanupTenants restricted to /^tt-.*@test\.invalid$/ (250). BLOCKED for live exercise: ALLOW_TEST_SEED is unset on dev:zany-tapir-501 (env constraint) so the seam is DISABLED — its consumers (the @convex_e2e suites) auto-skip. The double-gate + tt-* safety guard are statically confirmed; inert-in-prod behavior is exactly what disables it here.",,,,n/a,,n/a,"Test seam disabled (ALLOW_TEST_SEED unset on the live deployment — must not enable, prod-config mutation). The seam's own gating is statically correct; its live function is intentionally unavailable here."
CP-44,control-plane,Operator backfill migration + audit helpers,"As the operator, I become a first-class tenant via a one-off migration so that my live path keeps working while my data gets userId/channel/replyTarget.","backfillOperator (internalMutation, deploy-key gated via npx convex run): find-or-create the operator user (by OPERATOR_EMAIL, force isOperator+max), write a max+unlimited entitlement, upsert a verified (imessage, ALLOWED_USER_NUMBER) binding, tag existing operator messages/connectIntents with the additive columns, delete '+test*' stray intents, and recount missing-userId (expect 0). Idempotent (only patches rows still missing columns). countMessagesMissingUserId and operatorBindingStatus are internalQuery audit helpers.",control-plane/convex/migrations.ts:28-188,Static reasoning on idempotency (re-run patches nothing new). On dev: `npx convex run migrations:backfillOperator` then internal countMessagesMissingUserId returns missing:0 and operatorBindingStatus returns verifiedImessageBindings:1. Not in the checklist but verified as the operator-cutover mechanism.,done,pass,"Read migrations.ts:28-188. backfillOperator internalMutation (deploy-key gated via npx convex run): find-or-create operator by OPERATOR_EMAIL forcing isOperator+max (43-62), max+unlimited entitlement via writeEntitlement quotaOverride=-1 (64-70), upsert verified (imessage,ALLOWED_USER_NUMBER) binding (73-93), tag existing operator messages userId/channel/replyTarget only when undefined (96-110), patch operator connectIntents + delete '+test*' strays (114-131), recount missingAfter (134-140). Idempotent (every write is conditional on missing field / existence). Audit helpers countMessagesMissingUserId + operatorBindingStatus (154-188). Live npx convex run on dev not executed (operator-cutover write).",,,,n/a,,n/a,"Not enumerated in the checklist but present and load-bearing; included for completeness | Idempotent backfill + audit helpers confirmed statically. Live run deferred (one-off operator-cutover mutation, out of scope)."
CP-45,control-plane,Cron schedule registry,"As the system, scheduled housekeeping runs on fixed intervals so that periods roll, stuck messages requeue, and stale tokens expire — while idle reaping stays disabled.","crons.ts registers three active interval jobs: rollExpiredPeriods (1 hour), reapStaleProcessing (2 minutes), expireStaleTokens (30 minutes), each targeting a paginated self-rescheduling internalMutation. The reapIdleInstances job is intentionally COMMENTED OUT (all tiers stay warm 24/7) — its logic remains callable manually.",control-plane/convex/crons.ts:10-50,"Static reasoning: confirm exactly three crons.interval registrations and that no reapIdle schedule is active. The targeted mutations are verified individually (CP-16, CP-21, CP-35).",done,pass,"Read crons.ts:10-50. Exactly THREE crons.interval registrations: 'roll expired entitlement periods' {hours:1} -> internal.billing.grant.rollExpiredPeriods (14-19); 'reap stale processing messages' {minutes:2} -> internal.messages.reapStaleProcessing (24-29); 'expire stale pairing tokens' {minutes:30} -> internal.pairing.expireStaleTokens (43-48). The reapIdleInstances job is a COMMENTED prose block (31-39), NO active schedule (its logic stays callable manually). Each target is a paginated self-rescheduling internalMutation (verified in CP-16/21/35).",,,,n/a,,n/a,"Exactly 3 active crons, reapIdle disabled — matches expected (all tiers warm 24/7)."
ASST-01,assistant,"Fast lane (direct MiniMax, no tools, reasoning-off)","As a user texting the assistant, I can send chit-chat or a quick question and expect a reply in ~1.5-2.7s instead of waiting for the full agent to cold-start.","When FAST_LANE_ENABLED is on, the message has no URL, and a MiniMax key is present, the worker makes ONE direct chat-completion call with reasoning disabled (thinking:{type:disabled} on native MiniMax, reasoning:{enabled:false} on OpenRouter, selected by base_url). A stage-1 router prompt either answers directly or emits a sentinel. Any transport/model error returns None (defers to Hermes), never raises; an empty message or missing api_key raises ValueError.",lab/skeleton/fast_lane.py:215-270; lab/skeleton/fast_lane.py:163-212; lab/skeleton/worker.py:381-393; lab/skeleton/worker.py:432-452,"pytest lab/tests/test_fast_lane.py (fake requests.Session asserts reasoning-off body, answer/defer routing, fail-safe None on error).",done,pass,lab/tests/test_fast_lane.py green (exit 0). Asserts provider-aware reasoning-off body: test_native_minimax_uses_thinking_kill_switch -> body['thinking']=={'type':'disabled'} and 'reasoning' not in body; test_openrouter_uses_reasoning_enabled_false; answer/defer routing and fail-safe None on transport error all asserted via FakeSession.,,none,none,n/a,,n/a,Covered by test_fast_lane.py; gating in worker covered by test_worker_fast_lane.py / test_worker_routing.py | Worker gating also green: test_worker_fast_lane.py + test_worker_routing.py exit 0.
ASST-02,assistant,Stage-1 three-way router (answer / [[THINK]] / [[DEFER]]),"As a user, I can send anything and expect it routed to the cheapest correct lane: answered now, escalated to reasoning, or handed to the full agent.","The stage-1 probe (reasoning OFF) returns a direct answer, or exactly [[THINK]] (hard reasoning, no tools) or [[DEFER]] (needs real-time info, the user's private data, or an action). [[DEFER]] or a None probe defers to Hermes; [[THINK]] runs the medium lane (or defers if medium disabled). The router is strongly biased toward ANSWER since a wrong defer is only slower while a wrong direct answer on a tool-need is a capability regression.",lab/skeleton/fast_lane.py:65-94; lab/skeleton/fast_lane.py:251-270,pytest lab/tests/test_fast_lane.py and lab/tests/test_medium_lane.py (assert [[THINK]]/[[DEFER]] sentinels route to medium/defer).,done,pass,lab/tests/test_fast_lane.py + test_medium_lane.py green (exit 0). Three-way router sentinels [[THINK]]/[[DEFER]] asserted to route to medium/defer; None probe defers to Hermes.,,none,none,n/a,,n/a,Covered by test_fast_lane.py + test_medium_lane.py | Answer-bias is a prompt property; sentinel routing is hermetically asserted.
ASST-03,assistant,"Medium lane ([[THINK]] -> reasoning-on, no tools)","As a user asking a genuinely hard but tool-free question, I can expect a careful, correct answer faster than the full agent (no cold-start).","On a [[THINK]] verdict, when MEDIUM_LANE_ENABLED is on, a second MiniMax-M3 call runs with reasoning ON (no tools), a larger timeout (~25s) and token budget (~2048). It returns the cleaned answer, or None to defer to Hermes if the model bails with a sentinel or answers with a capability refusal. Emitted <think> blocks are stripped from content.",lab/skeleton/fast_lane.py:96-107; lab/skeleton/fast_lane.py:273-292; lab/skeleton/worker.py:236-239,pytest lab/tests/test_medium_lane.py (fake session: [[THINK]] then a thinking-on answer; assert second call omits reasoning-off and strips <think>).,done,pass,lab/tests/test_medium_lane.py green (exit 0). Fake session: [[THINK]] then thinking-on answer; asserts the 2nd call omits reasoning-off and strips <think> blocks; sentinel/refusal -> None defer.,,none,none,n/a,,n/a,Covered by test_medium_lane.py.
ASST-04,assistant,Heavy/Hermes lane (full tools + browser),"As a user whose request needs tools, the web, or my private data, I can expect the full agent to do the work and reply, even if it takes 20-40s.","When no lane answered, the worker re-pins the operator LLM provider then invokes headless `hermes chat --quiet --query=<msg>` as a subprocess with HERMES_HOME set; the untrusted message is fused into a single --query= token so embedded --flags can't be parsed as argv. A nonzero exit raises RuntimeError (meaningful in --quiet); the cleaned stdout is returned, or '(no reply)'.",lab/skeleton/hermes_bridge.py:92-145; lab/skeleton/worker.py:989-1017,"pytest lab/tests/test_hermes_bridge.py (mocks subprocess.run; asserts single --query= token, exit-code handling, output cleaning).",done,pass,"lab/tests/test_hermes_bridge.py green (exit 0). Mocks subprocess.run; asserts single fused --query= token (argv flag-smuggling defense), nonzero-exit -> RuntimeError, cleaned stdout or '(no reply)'.",,none,none,n/a,,n/a,Covered by test_hermes_bridge.py; live model call is gated/separate | Live model call is gated/separate (out of scope); subprocess contract fully covered hermetically.
ASST-05,assistant,Capability-refusal safety net (_REFUSAL),"As a user, when the model 'answers' by admitting it lacks access or real-time data, I can expect it to silently hand off to the real agent instead of replying with an excuse.","A stage-1 or medium-lane answer that matches the _REFUSAL regex (no access / real-time data / need a connection, RU+EN, anchored to avoid idioms) is treated as a deferral and returns None so Hermes actually does the task. In the streaming path a refusal-only first output defers with nothing sent; a contradictory later refusal (after real bubbles) is skipped.",lab/skeleton/fast_lane.py:109-124; lab/skeleton/fast_lane.py:267-270; lab/skeleton/fast_lane.py:453-473,pytest lab/tests/test_fast_lane.py and lab/tests/test_stream_fast_lane.py (assert refusal-text answer -> None / deferred=True).,done,pass,"lab/tests/test_fast_lane.py + test_stream_fast_lane.py green (exit 0). Refusal-text answer (_REFUSAL regex, RU+EN) -> None / deferred=True; streaming refusal-only first output defers with nothing sent.",,none,none,n/a,,n/a,Covered by test_fast_lane.py + test_stream_fast_lane.py.
ASST-06,assistant,URL prefilter (skip fast lane on links),"As a user sharing a link, I can expect it to go straight to the real tool agent (saved-content/browser/fetch) rather than paying a fast-lane round-trip first.","contains_url() matches http(s) URLs, bare www., and bare domains on a known TLD list. When true, _fast_lane_allowed returns False so the message bypasses the fast lane entirely and is handled by Hermes.",lab/skeleton/fast_lane.py:56-63; lab/skeleton/fast_lane.py:137-139; lab/skeleton/worker.py:387-393,pytest lab/tests/test_fast_lane.py (contains_url cases) and lab/tests/test_worker_routing.py (a URL message defers to run_fn).,done,pass,"lab/tests/test_fast_lane.py green (exit 0) covers contains_url cases (http(s), bare www., bare domain on known TLD); test_worker_routing.py green confirms a URL message defers to run_fn (bypasses fast lane).",,none,none,n/a,,n/a,Covered by test_fast_lane.py.
ASST-07,assistant,Streaming fast lane (Poke-style incremental bubbles),"As a user, I can see the assistant's reply arrive paragraph-by-paragraph and feel a fast first response instead of staring at nothing.","When STREAMING_ENABLED + multi-bubble are on and the channel is iMessage, stage-1 streams via SSE: a [[DEFER]]/[[THINK]] verdict is detected from the first tokens (<1s), each closed-paragraph bubble is emitted as it completes within the bubble budget (overflow coalesced into one final bubble), and the StreamResult records reply/emitted/deferred/errored. A transport error with nothing emitted falls back to a cheap non-streaming retry. Telegram does NOT stream (one batch message).",lab/skeleton/fast_lane.py:368-549; lab/skeleton/worker.py:671-680; lab/skeleton/worker.py:964-981,"pytest lab/tests/test_stream_fast_lane.py (fake SSE iter_lines: direct answer, multi-paragraph early emit, defer/think, refusal, HTTP error, deadline).",done,pass,"lab/tests/test_stream_fast_lane.py green (exit 0). Fake SSE iter_lines: direct answer, multi-paragraph early emit, defer/think detection from first tokens, refusal, HTTP-error fallback to non-streaming retry, deadline/overflow coalesce. Worker wiring green: test_worker_fast_lane.py + test_worker_multibubble_typing.py.",,none,none,n/a,,n/a,Covered by test_stream_fast_lane.py; worker wiring in test_worker_fast_lane.py / test_worker_multibubble_typing.py | Telegram-no-stream invariant exercised in worker tests; real iMessage SSE send is out of scope.
